,ID_nome_comum,fk_nome_cientifico
896,468,Ctenomys bicolor
897,469,Melanophryniscus montevidensis
898,470,Cerradomys goytaca
899,471,Kerodon rupestris
900,472,Oligoryzomys rupestris
901,473,Columbina cyanopis
902,474,Sphyrna media
903,475,Sphyrna media
904,476,Wilfredomys oenax
905,477,Thoropa petropolitana
906,478,Thoropa petropolitana
907,479,Cycloramphus diringshofeni
908,480,Hylodes magalhaesi
909,480,Hylodes sazimai
910,481,Hylodes mertensi
911,482,Crossodactylus dispar
912,483,Thoropa lutzi
913,484,Adelophryne maranguapensis
914,485,Physalaemus soaresi
915,486,Thoropa lutzi
916,487,Chiasmocleis alagoana
917,487,Ischnocnema epipeda
918,488,Ischnocnema garciai
919,489,Paratelmatobius lutzii
920,490,Crossodactylodes izecksohni
921,491,Cycloramphus faustoi
922,492,Physalaemus soaresi
923,493,Crossodactylus dantei
924,493,Crossodactylus dispar
925,494,Crossodactylus dispar
926,495,Ischnocnema karst
927,495,Euparkerella robusta
928,496,Ischnocnema manezinho
929,497,Hylodes sazimai
930,498,Thoropa lutzi
931,499,Holoaden bradei
932,500,Holoaden bradei
933,501,Cichlopsis leucogenys
934,502,Mico rondoni
935,503,Callithrix flaviceps
936,504,Callithrix flaviceps
937,505,Callithrix aurita
938,506,Callithrix flaviceps
939,507,Saguinus niger
940,508,Ischnocnema epipeda
941,509,Laterallus xenopterus
942,510,Melanophryniscus biancae
943,511,Melanophryniscus admirabilis
944,512,Melanophryniscus admirabilis
945,512,Melanophryniscus dorsalis
946,512,Melanophryniscus macrogranulosus
947,513,Melanophryniscus dorsalis
948,514,Melanophryniscus setiba
949,515,Melanophryniscus montevidensis
950,516,Brachycephalus pernix
951,517,Crossodactylodes itambe
952,518,Brachycephalus pernix
953,519,Holoaden bradei
954,520,Melanophryniscus dorsalis
955,521,Melanophryniscus cambaraensis
956,522,Melanophryniscus montevidensis
957,523,Melanophryniscus macrogranulosus
958,524,Melanophryniscus macrogranulosus
959,525,Brachycephalus pernix
960,526,Melanophryniscus cambaraensis
961,527,Melanophryniscus cambaraensis
962,528,Melanophryniscus montevidensis
963,529,Proceratophrys palustris
964,530,Ceratophrys ornata
965,531,Ceratophrys ornata
966,532,Ceratophrys ornata
967,533,Ceratophrys ornata
968,534,Ceratophrys ornata
969,535,Proceratophrys ararype
970,536,Proceratophrys sanctaritae
971,537,Proceratophrys sanctaritae
972,538,Ceratophrys ornata
973,539,Selenidera gouldii baturitensis
974,540,Callistomys pictus
975,541,Callistomys pictus
976,542,Leontopithecus rosalia
977,543,Leontopithecus chrysopygus
978,544,Callicebus melanochir
979,545,Callicebus personatus
980,546,Nemosia rourei
981,547,Tangara velia signata
982,548,Tangara cyanocephala cearensis
983,549,Hyporthodus niveatus
984,550,Hyporthodus niveatus
985,551,Phyllomys unicolor
986,552,Mycteroperca bonaci
987,552,Mycteroperca interstitialis
988,553,Phrynomedusa fimbriata
989,554,Cycloramphus stejnegeri
990,555,Steindachneridion scriptum
991,555,Pseudoplatystoma corruscans
992,556,Steindachneridion doceanum
993,557,Steindachneridion melanodermatum
994,558,Steindachneridion amblyurum
995,559,Steindachneridion parahybae
996,560,Pseudoplatystoma corruscans
997,561,Trogon collaris eytoni
998,562,Hylodes magalhaesi
999,563,Myrmecophaga tridactyla
1000,564,Scytalopus diamantinensis
1001,565,Scytalopus gonzagai
1002,566,Eretmochelys imbricata
1003,567,Caretta caretta
1004,568,Lepidochelys olivacea
1005,569,Eretmochelys imbricata
1006,570,Caretta caretta
1007,571,Lepidochelys olivacea
1008,572,Eretmochelys imbricata
1009,573,Caretta caretta
1010,574,Caretta caretta
1011,575,Dermochelys coriacea
1012,576,Dermochelys coriacea
1013,577,Dermochelys coriacea
1014,578,Eretmochelys imbricata
1015,579,Dermochelys coriacea
1016,580,Dermochelys coriacea
1017,581,Lepidochelys olivacea
1018,582,Dermochelys coriacea
1019,583,Dermochelys coriacea
1020,584,Priodontes maximus
1021,585,Tolypeutes tricinctus
1022,586,Priodontes maximus
1023,587,Iansaoniscus iraquara
1024,588,Hyphessobrycon flammeus
1025,589,Hyphessobrycon flammeus
1026,590,Hyphessobrycon flammeus
1027,591,Chaetomys subspinosus
1028,592,Hypomasticus thayeri
1029,593,Pyrrhura griseipectus
1030,594,Pyrrhura perlata
1031,595,Pyrrhura molinae
1032,596,Pyrrhura amazonum
1033,597,Pyrrhura cruentata
1034,598,Conothraupis mesoleuca
1035,599,Pontoporia blainvillei
1036,600,Lophornis gouldii
1037,601,Hylopezus whittakeri
1038,602,Hylopezus paraensis
1039,603,Grallaria varia intercedens
1040,604,Microakodontomys transitorius
1041,605,Narcine brasiliensis
1042,606,Rhipidomys tribei
1043,607,Squatina argentina
1044,608,Squatina occulta
1045,609,Rhincodon typus
1046,610,Mustelus schmitti
1047,611,Carcharodon carcharias
1048,612,Carcharhinus galapagensis
1049,613,Carcharhinus perezi
1050,614,Cetorhinus maximus
1051,615,Rhincodon typus
1052,616,Carcharhinus longimanus
1053,617,Carcharhinus plumbeus
1054,618,Negaprion brevirostris
1055,619,Ginglymostoma cirratum
1056,620,Sphyrna lewini
1057,620,Sphyrna tiburo
1058,620,Sphyrna tudes
1059,620,Sphyrna zygaena
1060,621,Sphyrna media
1061,622,Sphyrna mokarran
1062,623,Sphyrna zygaena
1063,624,Cetorhinus maximus
1064,625,Alopias vulpinus
1065,626,Alopias superciliosus
1066,626,Alopias vulpinus
1067,627,Alopias vulpinus
1068,628,Carcharhinus plumbeus
1069,629,Carcharhinus signatus
1070,630,Ctenomys flamarioni
1071,630,Ctenomys bicolor
1072,630,Ctenomys lami
1073,630,Ctenomys minutus
1074,631,Ctenomys minutus
1075,632,Melipona rufiventris
1076,633,Phyllomys unicolor
1077,634,Odontophorus capueira plumbeicollis
1078,635,Ginglymostoma cirratum
1079,636,Melipona scutellaris
1080,637,Mazama nana
1081,638,Ozotoceros bezoarticus bezoarticus
1082,639,Mazama nana
1083,640,Brycon vermelha
1084,641,Lutjanus cyanopterus
1085,642,Noronhomys vespuccii
1086,643,Xanthopsar flavus
1087,644,Sclerurus cearensis
1088,645,Sclerurus macconnelli bahiae
1089,646,Sclerurus caudacutus caligineus
1090,646,Sclerurus caudacutus umbretta
1091,647,Lepidochelys olivacea
1092,648,Trinomys yonenagae
1093,649,Melipona rufiventris
1094,649,Melipona scutellaris
1095,649,Melipona capixaba
1096,649,Partamona littoralis
1097,650,Acrobatornis fonsecai
1098,651,Aceratobasis cornicauda
1099,651,Aceratobasis mourei
1100,651,Homeoura lindneri
1101,652,Troglorhopalurus translucidus
1102,653,Thalassarche chlororhynchos
1103,654,Diomedea dabbenena
1104,655,Diomedea exulans
1105,656,Diomedea exulans
1106,657,Diomedea epomophora
1107,658,Diomedea sanfordi
1108,659,Serpophaga hypoleuca pallida
1109,660,Megalops atlanticus
1110,661,Iodopleura pipra
1111,661,Iodopleura pipra leucopygia
1112,662,Xipholena atropurpurea
1113,663,Geositta poeciloptera
1114,664,Hypsolebias multiradiatus
1115,664,Cynolebias griseus
1116,664,Hypsolebias notatus
1117,664,Hypsolebias marginatus
1118,665,Pituna xinguensis
1119,665,Plesiolebias canabravensis
1120,665,Spectrolebias reticulatus
1121,665,Moema piriana
1122,665,Simpsonichthys cholopteryx
1123,666,Maratecoara splendida
1124,666,Melanorivulus crixas
1125,667,Tapirus terrestris
1126,668,Anumara forbesi
1127,669,Touit surdus
1128,670,Touit melanonotus
1129,671,Eusarcus elinae
1130,671,Giupponia chagasi
1131,671,Iandumoema setimapocu
1132,671,Iandumoema uai
1133,671,Pachylospeleus strinatii
1134,671,Spaeleoleptes spaeleus
1135,671,Spinopilar moria
1136,672,Eusarcus elinae
1137,672,Giupponia chagasi
1138,672,Iandumoema setimapocu
1139,672,Iandumoema uai
1140,672,Pachylospeleus strinatii
1141,672,Spaeleoleptes spaeleus
1142,672,Spinopilar moria
1143,673,Matagaia chromatopus
1144,673,Neonella noronha
1145,674,Metagonia potiguar
1146,674,Metagonia diamantina
1147,675,Metagonia potiguar
1148,675,Metagonia diamantina
1149,676,Dendrocolaptes medius
1150,677,Dendrocolaptes retentus
1151,678,Campylorhamphus trochilirostris trochilirostris
1152,679,Dendrexetastes rufigula paraensis
1153,680,Dendrocincla merula badia
1154,681,Campylorhamphus multostriatus
1155,682,Xiphorhynchus guttatoides gracilirostris
1156,683,Xiphorhynchus atlanticus
1157,684,Hylexetastes brigidai
1158,685,Xiphocolaptes carajaensis
1159,686,Xiphocolaptes falcirostris
1160,687,Campylorhamphus cardosoi
1161,688,Dendrocincla taunayi
1162,689,Xiphorhynchus atlanticus
1163,690,Hylexetastes uniformis
1164,691,Procnias albus wallacei
1165,692,Oxyruncus cristatus tocantinsi
1166,693,Anodorhynchus leari
1167,694,Cyanopsitta spixii
1168,695,Anodorhynchus glaucus
1169,696,Guaruba guarouba
1170,697,Cyanopsitta spixii
1171,698,Pteroglossus bitorquatus bitorquatus
1172,699,Pomacea sordida
1173,700,Pomacea sordida
1174,701,Scarus trispinosus
1175,702,Campylopterus calcirupicola
1176,703,Sula sula
1177,704,Tinamus tao
1178,705,Morpho menelaus eberti
1179,706,Bradypus torquatus
1180,707,Xipholena lamellipennis
1181,708,Hydropsalis candicans
1182,709,Nyctiprogne vielliardi
1183,710,Mycteroperca bonaci
1184,710,Mycteroperca interstitialis
1185,711,Mycteroperca interstitialis
1186,712,Mycteroperca bonaci
1187,713,Glaucis dohrnii
1188,714,Myrmecophaga tridactyla
1189,715,Anabazenops dorsalis
1190,716,Automolus lammi
1191,717,Lopholatilus villarii
1192,718,Charadrius wilsonia
1193,719,Thalurania watertonii
1194,720,Thalurania watertonii
1195,721,Augastes lumachella
1196,722,Colibri delphinae greenewalti
1197,723,Cartagonum apiuba
1198,723,Lycomorphon brasiliense
1199,723,Coarazuphium caatinga
1200,723,Coarazuphium cessaima
1201,723,Coarazuphium formoso
1202,723,Coarazuphium pains
1203,723,Coarazuphium ricardoi
1204,723,Coarazuphium tapiaguassu
1205,723,Coarazuphium tessai
1206,723,Schizogenius ocellatus
1207,724,Copelatus cessaima
1208,725,Copelatus cessaima
1209,726,Canthon corpulentus
1210,726,Canthon quadripunctatus
1211,726,Dichotomius eucranioides
1212,726,Dichotomius mysticus
1213,726,Dichotomius schiffleri
1214,726,Pedaridium hirsutum
1215,727,Altitatiayus campoi
1216,727,Altitatiayus dulceae
1217,727,Altitatiayus godinhorum
1218,727,Altitatiayus koikei
1219,727,Altitatiayus rotundatus
1220,727,Altitatiayus ruficollis
1221,727,Altitatiayus trifurcatus
1222,728,Scarus trispinosus
1223,729,Mustelus canis
1224,730,Xenops minutus alagoanus
1225,731,Formicivora acutirostris
1226,732,Formicivora paludicola
1227,733,Sporophila maximiliani
1228,734,Mustelus canis
1229,735,Epinephelus itajara
1230,736,Mustelus canis
1231,737,Tolypeutes tricinctus
1232,738,Tolypeutes tricinctus
1233,739,Morpho menelaus eberti
1234,740,Parides ascanius
1235,741,Parides burchellanus
1236,742,Phylloscartes beckeri
1237,743,Inia geoffrensis
1238,744,Inia geoffrensis
1239,745,Bouchardia rosea
1240,746,Heterodactylus lundii
1241,747,Scarus zelindae
1242,748,Brachyteles hypoxanthus
1243,749,Brachyteles hypoxanthus
1244,750,Carcharhinus obscurus
1245,751,Lepidothrix iris iris
1246,751,Lepidothrix iris
1247,752,Sporophila melanogaster
1248,753,Sporophila hypoxantha
1249,754,Sporophila palustris
1250,755,Sporophila ruficollis
1251,756,Sporophila nigrorufa
1252,757,Glaucidium mooreorum
1253,758,Atelocynus microtis
1254,759,Speothos venaticus
1255,760,Speothos venaticus
1256,761,Cebus kaapori
1257,762,Aburria cujubi
1258,763,Aburria cujubi
1259,764,Kentropyx vanzoi
1260,764,Tropidurus erythrocephalus
1261,764,Tropidurus psammonastes
1262,764,Ameiva parecis
1263,764,Glaucomastix littoralis
1264,764,Tropidurus hygomi
1265,765,Brasiliscincus caissara
1266,766,Heterodactylus lundii
1267,767,Dactyloa nasofrontalis
1268,767,Dactyloa pseudotigrina
1269,768,Sphyrna lewini
1270,768,Sphyrna mokarran
1271,768,Sphyrna zygaena
1272,769,Sphyrna zygaena
1273,770,Megalops atlanticus
1274,771,Anthus nattereri
1275,772,Megalops atlanticus
1276,773,Cyanocorax hafferi
1277,774,Megalops atlanticus
1278,775,Panthera onca
1279,776,Megalops atlanticus
1280,777,Hypocnemis hypoxantha ochraceiventris
1281,778,Hypocnemis striata
1282,779,Hypocnemis ochrogyna
1283,780,Choranthias salmopunctatus
1284,781,Alouatta ululata
1285,782,Capito dayi
1286,783,Attila spadiceus uropygiatus
1287,784,Phylloscartes roquettei
1288,785,Phylloscartes ceciliae
1289,786,Gubernatrix cristata
1290,787,Baryancistrus longipinnis
1291,788,Hypocephalus armatus
1292,789,Baryancistrus longipinnis
1293,790,Hippocampus patagonicus
1294,790,Hippocampus erectus
1295,790,Hippocampus reidi
1296,791,Hippocampus patagonicus
1297,791,Hippocampus erectus
1298,791,Hippocampus reidi
1299,792,Hippocampus reidi
1300,793,Hippocampus patagonicus
1301,793,Hippocampus erectus
1302,793,Hippocampus reidi
1303,794,Hippocampus patagonicus
1304,795,Hippocampus reidi
1305,796,Carcharias taurus
1306,797,Squatina occulta
1307,798,Squatina argentina
1308,799,Squatina guggenheim
1309,800,Squatina guggenheim
1310,801,Carcharhinus obscurus
1311,802,Notorynchus cepedianus
1312,803,Carcharhinus perezi
1313,804,Carcharias taurus
1314,805,Rhincodon typus
1315,806,Carcharhinus obscurus
1316,807,Negaprion brevirostris
1317,808,Mustelus fasciatus
1318,809,Ginglymostoma cirratum
1319,810,Mustelus fasciatus
1320,811,Carcharias taurus
1321,812,Sphyrna media
1322,813,Carcharhinus signatus
1323,814,Isogomphodon oxyrhynchus
1324,815,Isogomphodon oxyrhynchus
1325,816,Pseudobatos percellens
1326,817,Amazona rhodocorytha
1327,818,Hyporthodus nigritus
1328,819,Hyporthodus nigritus
1329,820,Polyprion americanus
1330,821,Hyporthodus niveatus
1331,822,Laniisoma elegans
1332,823,Thamnophilus caerulescens pernambucensis
1333,824,Thamnophilus caerulescens cearensis
1334,825,Clytoctantes atrogularis
1335,826,Thamnophilus aethiops distans
1336,827,Thamnophilus nigrocinereus tschudii
1337,827,Thamnophilus nigrocinereus huberi
1338,828,Dysithamnus plumbeus
1339,829,Myrmotherula snowi
1340,830,Myrmotherula urosticta
1341,831,Myrmotherula oreni
1342,832,Epinecrophylla dentei
1343,833,Myrmotherula fluminensis
1344,834,Myrmotherula minor
1345,835,Monasa morphoeus morphoeus
1346,836,Conopophaga lineata lineata
1347,837,Conopophaga cearae
1348,838,Sporophila falcirostris
1349,839,Ateles belzebuth
1350,840,Atractus caete
1351,841,Atractus thalesdelemai
1352,842,Atractus ronnie
1353,843,Amphisbaena arda
1354,843,Amphisbaena frontalis
1355,843,Amphisbaena nigricauda
1356,843,Amphisbaena supernumeraria
1357,843,Amphisbaena uroxena
1358,843,Leposternon kisteumacheri
1359,843,Leposternon octostegum
1360,843,Leposternon scutigerum
1361,844,Corallus cropanii
1362,845,Heterodactylus lundii
1363,846,Heterodactylus lundii
1364,847,Calamodontophis ronaldoi
1365,848,Apostolepis gaboi
1366,849,Apostolepis arenaria
1367,850,Apostolepis striata
1368,851,Heterodactylus lundii
1369,852,Elaenia ridleyana
1370,853,Taoniscus nanus
1371,854,Nothura minor
1372,855,Mustelus canis
1373,856,Pseudoseisura lophotes
1374,857,Coryphistera alaudina
1375,858,Aburria cujubi
1376,859,Cotinga maculata
1377,860,Aburria cujubi
1378,861,Aburria cujubi
1379,862,Pyrilia vulturina
1380,863,Geositta poeciloptera
1381,864,Mylesinus paucisquamatus
1382,865,Chiropotes satanas
1383,866,Chiropotes satanas
1384,867,Lepidothrix vilasboasi
1385,868,Pseudocroniades machaon seabrai
1386,869,Stegastes rocasensis
1387,870,Aceratobasis cornicauda
1388,870,Aceratobasis mourei
1389,870,Homeoura lindneri
1390,871,Adebrotus lugoi
1391,871,Camelobaetidius maranhensis
1392,871,Camelobaetidius spinosus
1393,871,Hermanella amere
1394,871,Hermanella nigra
1395,872,Atlantoraja castelnaui
1396,873,Sympterygia bonapartii
1397,874,Sympterygia acuta
1398,875,Atlantoraja castelnaui
1399,876,Atlantoraja castelnaui
1400,877,Merulaxis stresemanni
1401,878,Maxchernes iporangae
1402,878,Progarypus nigrimanus
1403,879,Balaenoptera borealis
1404,880,Astropecten articulatus
1405,880,Astropecten brasiliensis
1406,880,Astropecten marginatus
1407,880,Coscinasterias tenuispina
1408,880,Linckia guildingi
1409,880,Oreaster reticulatus
1410,881,Magnastigma julia
1411,881,Strymon ohausi
1412,882,Ideoroncus cavicola
1413,882,Pseudochthonius biseriatus
1414,882,Spelaeobochica iuiu
1415,882,Spelaeobochica muchmorei
1416,882,Spelaeobochica allodentatus
1417,882,Maxchernes iporangae
1418,882,Spelaeochernes gracilipalpus
1419,882,Progarypus nigrimanus
1420,883,Poecilotriccus albifacies
1421,884,Schiffornis turdina intermedia
1422,885,Cnipodectes superrufus
1423,886,Dinoponera lucida
1424,886,Gnamptogenys wilsoni
1425,886,Mycetophylax simplex
1426,886,Mycetomoellerius atlanticus
1427,886,Brachymyrmex micromegas
1428,886,Diaphoromyrma sofiae
1429,886,Monomorium delabiei
1430,886,Mycetagroicus urbanus
1431,886,Rhopalothrix plaumanni
1432,886,Fulakora cleae
1433,887,Atta robusta
1434,888,Formicivora erythronotos
1435,889,Myrmoderus ruficauda
1436,890,Formicivora littoralis
1437,891,Neopelma aurifrons
1438,892,Phalotris multipunctatus
1439,893,Alectrurus tricolor
1440,894,Epinephelus marginatus
1441,895,Leopardus tigrinus
1442,896,Leopardus tigrinus
1443,897,Circus cinereus
1444,898,Leptodon forbesi
1445,899,Leptodon forbesi
1446,900,Amadonastur lacernulatus
1447,901,Harpia harpyja
1448,902,Morphnus guianensis
1449,903,Homonota uruguayensis
1450,904,Rhopornis ardesiacus
1451,905,Phaethon aethereus
1452,906,Pterodroma madeira
1453,907,Pterodroma incerta
1454,908,Pterodroma deserta
1455,909,Pterodroma arminjoniana
1456,910,Cichlocolaptes mazarbarnetti
1457,911,Prochilodus vimboides
1458,912,Alouatta ululata
1459,913,Alouatta discolor
1460,914,Saguinus niger
1461,915,Guaruba guarouba
1462,916,Callicebus barbarabrownae
1463,917,Callicebus barbarabrownae
1464,918,Harpia harpyja
1465,919,Hippocampus patagonicus
1466,919,Hippocampus erectus
1467,920,Stenocercus azureus
1468,921,Taoniscus nanus
1469,922,Thamnomanes caesius caesius
1470,923,Psophia obscura
1471,924,Psophia dextralis
1472,925,Psophia interjecta
1473,926,Penelope superciliaris alagoensis
1474,927,Neomorphus geoffroyi geoffroyi
1475,927,Neomorphus geoffroyi
1476,927,Neomorphus geoffroyi amazonicus
1477,927,Neomorphus geoffroyi dulcis
1478,928,Neomorphus squamiger
1479,929,Aburria cujubi
1480,930,Penelope jacucaca
1481,931,Penelope superciliaris alagoensis
1482,932,Penelope pileata
1483,933,Aburria cujubi
1484,933,Aburria jacutinga
1485,934,Panthera onca
1486,935,Panthera onca
1487,936,Aratinga solstitialis
1488,937,Bothrops alcatraz
1489,938,Bothrops insularis
1490,939,Bothrops muriciensis
1491,940,Bothrops pirajai
1492,941,Corallus cropanii
1493,942,Corallus cropanii
1494,943,Corallus cropanii
1495,944,Synallaxis kollari
1496,945,Asthenes hudsoni
1497,946,Myrmecophaga tridactyla
1498,947,Vireo gracilirostris
1499,948,Plesiolebias xavantei
1500,948,Hypsolebias multiradiatus
1501,948,Maratecoara splendida
1502,948,Melanorivulus crixas
1503,948,Cynolebias griseus
1504,948,Hypsolebias notatus
1505,948,Hypsolebias marginatus
1506,949,Troglorhopalurus translucidus
1507,950,Liolaemus lutzae
1508,951,Liolaemus lutzae
1509,952,Ameivula nativo
1510,953,Contomastix vacariensis
1511,954,Placosoma cipoense
1512,955,Ameivula nativo
1513,956,Contomastix vacariensis
1514,957,Liolaemus occipitalis
1515,958,Liolaemus arambarensis
1516,959,Contomastix vacariensis
1517,960,Glaucomastix littoralis
1518,961,Stenocercus azureus
1519,962,Coleodactylus natalensis
1520,963,Hyphessobrycon flammeus
1521,964,Ginglymostoma cirratum
1522,965,Aceratobasis cornicauda
1523,965,Aceratobasis mourei
1524,965,Homeoura lindneri
1525,966,Aceratobasis cornicauda
1526,966,Aceratobasis mourei
1527,966,Homeoura lindneri
1528,967,Asthenes luizae
1529,968,Syndactyla ucayalae
1530,969,Chrysocyon brachyurus
1531,970,Chrysocyon brachyurus
1532,971,Chrysocyon brachyurus
1533,972,Chrysocyon brachyurus
1534,973,Pteronura brasiliensis
1535,974,Cebus kaapori
1536,975,Sapajus cay
1537,976,Chiropotes satanas
1538,977,Carcharhinus obscurus
1539,977,Carcharhinus signatus
1540,978,Eleoscytalopus psychopompus
1541,979,Scytalopus iraiensis
1542,980,Pionus reichenowi
1543,981,Hemitriccus kaempferi
1544,982,Hemitriccus mirandae
1545,983,Onychorhynchus swainsoni
1546,984,Knipolegus franciscanus
1547,985,Brachyteles hypoxanthus
1548,986,Calidris subruficollis
1549,987,Numenius hudsonicus
1550,988,Limnodromus griseus
1551,989,Calidris canutus
1552,990,Numenius borealis
1553,991,Calidris pusilla
1554,992,Epinephelus itajara
1555,993,Epinephelus itajara
1556,994,Brachyteles hypoxanthus
1557,995,Brachyteles hypoxanthus
1558,996,Brachyteles hypoxanthus
1559,997,Brachyteles hypoxanthus
1560,998,Brachyteles hypoxanthus
1561,999,Pulsatrix perspicillata pulsatrix
1562,1000,Crax globulosa
1563,1001,Crax globulosa
1564,1002,Crax blumenbachii
1565,1003,Crax globulosa
1566,1004,Pauxi mitu
1567,1005,Crax blumenbachii
1568,1006,Crax globulosa
1569,1007,Crax fasciolata pinima
1570,1008,Crax globulosa
1571,1009,Rodriguesophis chui
1572,1010,Rodriguesophis scriptorcibatus
1573,1011,Nyctibius aethereus aethereus
1574,1012,Phlegopsis nigromaculata paraensis
1575,1012,Phlegopsis nigromaculata confinis
1576,1013,Rhegmatorhina gymnops
1577,1014,Phlegopsis borbae
1578,1015,Rhegmatorhina hoffmannsi
1579,1016,Lopholatilus villarii
1580,1017,Elacatinus figaro
1581,1018,Pteronura brasiliensis
1582,1019,Panthera onca
1583,1020,Eusarcus elinae
1584,1020,Giupponia chagasi
1585,1020,Iandumoema setimapocu
1586,1020,Iandumoema uai
1587,1020,Pachylospeleus strinatii
1588,1020,Spaeleoleptes spaeleus
1589,1020,Spinopilar moria
1590,1021,Cassidulus mitis
1591,1022,Cassidulus mitis
1592,1023,Lytechinus variegatus
1593,1024,Mylesinus paucisquamatus
1594,1025,Mylesinus paucisquamatus
1595,1026,Mylesinus paucisquamatus
1596,1027,Mylesinus paucisquamatus
1597,1028,Eukoenenia potiguar
1598,1028,Eukoenenia maquinensis
1599,1028,Eukoenenia sagarana
1600,1028,Eukoenenia spelunca
1601,1028,Eukoenenia virgemdalapa
1602,1028,Leptokoenenia pelada
1603,1028,Leptokoenenia thalassophobica
1604,1029,Callicebus barbarabrownae
1605,1030,Sphyrna mokarran
1606,1031,Sphyrna tudes
1607,1032,Formicivora grantsaui
1608,1033,Stigmatura napensis napensis
1609,1034,Pyriglena atra
1610,1035,Pyriglena pernambucensis
1611,1036,Dactyloa nasofrontalis
1612,1036,Dactyloa pseudotigrina
1613,1037,Enyalius erythroceneus
1614,1038,Scarus zelindae
1615,1039,Amazona pretrei
1616,1040,Amazona vinacea
1617,1041,Puffinus lherminieri
1618,1042,Procellaria conspicillata
1619,1043,Procellaria aequinoctialis
1620,1044,Ditaxodon taeniatus
1621,1045,Lutjanus purpureus
1622,1046,Lutjanus purpureus
1623,1047,Sporophila beltoni
1624,1048,Platyrinchus leucoryphus
1625,1049,Platyrinchus mystaceus niveigularis
1626,1050,Mergus octosetaceus
1627,1051,Sphyrna tiburo
1628,1052,Hypsolebias multiradiatus
1629,1052,Cynolebias griseus
1630,1052,Hypsolebias notatus
1631,1052,Hypsolebias marginatus
1632,1053,Cinclodes espinhacensis
1633,1054,Hypsolebias flammeus
1634,1054,Hypsolebias multiradiatus
1635,1054,Cynolebias griseus
1636,1054,Hypsolebias notatus
1637,1054,Hypsolebias marginatus
1638,1055,Hypsolebias flammeus
1639,1056,Cynolebias griseus
1640,1057,Lopholatilus villarii
1641,1058,Prognathodes obliquus
1642,1059,Cerdale fasciata
1643,1060,Scarus trispinosus
1644,1061,Scarus zelindae
1645,1062,Sparisoma frondosum
1646,1063,Scorpaenodes insularis
1647,1064,Megalops atlanticus
1648,1065,Synaptula secreta
1649,1066,Pyrrhura griseipectus
1650,1067,Astyanax eremus
1651,1068,Celeus flavus subflavus
1652,1069,Celeus galeatus
1653,1070,Celeus torquatus pieteroyensi
1654,1070,Celeus torquatus tinnunculus
1655,1071,Celeus obrieni
1656,1072,Piculus paraensis
1657,1073,Piculus polyzonus
1658,1074,Spinus yarrellii
1659,1075,Tangara fastuosa
1660,1076,Tangara fastuosa
1661,1077,Phyllomyias reiseri
1662,1078,Megalops atlanticus
1663,1079,Cebus kaapori
1664,1080,Contopus nigrescens
1665,1081,Sporophila frontalis
1666,1082,Megalops atlanticus
1667,1083,Tayassu pecari
1668,1084,Tayassu pecari
1669,1085,Bradypus torquatus
1670,1086,Hyporthodus niveatus
1671,1087,Ideoroncus cavicola
1672,1087,Pseudochthonius biseriatus
1673,1087,Spelaeobochica iuiu
1674,1087,Spelaeobochica muchmorei
1675,1087,Spelaeobochica allodentatus
1676,1087,Maxchernes iporangae
1677,1087,Spelaeochernes gracilipalpus
1678,1087,Progarypus nigrimanus
1679,1088,Melipona capixaba
1680,1089,Thripophaga macroura
1681,1090,Phaethornis margarettae
1682,1091,Phaethornis aethopygus
1683,1092,Heraclides himeros baia
1684,1092,Heraclides himeros himeros
1685,1092,Mimoides lysithous harrisianus
1686,1092,Mimoides lysithous sebastianus
1687,1092,Parides bunichus chamissonia
1688,1092,Parides burchellanus
1689,1092,Parides klagesi
1690,1092,Parides tros danunciae
1691,1093,Discosura langsdorffi langsdorffi
1692,1094,Phaethon aethereus
1693,1095,Phaethon lepturus
1694,1096,Phaethon aethereus
1695,1097,Leptasthenura platensis
1696,1098,Mobula tarapacana
1697,1099,Bathytoshia centroura
1698,1099,Myliobatis freminvillei
1699,1100,Gymnura altavela
1700,1101,Atlantoraja castelnaui
1701,1102,Hypanus marianae
1702,1102,Urotrygon microphthalmum
1703,1103,Bathytoshia centroura
1704,1104,Narcine brasiliensis
1705,1105,Sympterygia acuta
1706,1106,Urotrygon microphthalmum
1707,1107,Mobula mobular
1708,1107,Mobula thurstoni
1709,1108,Mobula mobular
1710,1108,Mobula thurstoni
1711,1109,Myliobatis ridens
1712,1109,Myliobatis freminvillei
1713,1109,Gymnura altavela
1714,1110,Atlantoraja castelnaui
1715,1111,Hypanus marianae
1716,1112,Bathytoshia centroura
1717,1113,Bathytoshia centroura
1718,1114,Urotrygon microphthalmum
1719,1115,Rioraja agassizii
1720,1116,Myliobatis ridens
1721,1116,Myliobatis freminvillei
1722,1117,Pseudobatos horkelii
1723,1117,Pseudobatos percellens
1724,1118,Lycalopex vetulus
1725,1119,Lycalopex vetulus
1726,1120,Lycalopex vetulus
1727,1121,Columbina cyanopis
1728,1122,Sphyrna media
1729,1123,Sphyrna media
1730,1124,Ischnocnema manezinho
1731,1125,Ischnocnema manezinho
1732,1126,Stegastes rocasensis
1733,1127,Stegastes rocasensis
1734,1128,Cichlopsis leucogenys
1735,1129,Callithrix aurita
1736,1130,Saguinus bicolor
1737,1131,Saguinus bicolor
1738,1132,Laterallus xenopterus
1739,1133,Selenidera gouldii baturitensis
1740,1134,Lipaugus conditus
