,fk_id_familia,fk_id_grupo,nome_cientifico,categoria,ano,fk_id_categoria
18,3,4,Aegla leptodactyla,VU,2014,3.0
19,3,4,Aegla leptodactyla,VU,2021,3.0
20,3,4,Aegla perobae,CR,2014,5.0
21,3,4,Aegla perobae,CR,2021,5.0
22,3,4,Aegla renana,CR,2014,5.0
23,3,4,Aegla renana,CR,2021,5.0
24,3,4,Aegla cavernicola,CR,2014,5.0
25,3,4,Aegla cavernicola,CR,2021,5.0
26,3,4,Aegla leptochela,CR,2014,5.0
27,3,4,Aegla leptochela,CR,2021,5.0
28,3,4,Aegla microphthalma,CR,2014,5.0
29,3,4,Aegla microphthalma,CR,2021,5.0
30,3,4,Aegla charon,,2014,
31,3,4,Aegla charon,CR,2021,5.0
32,3,4,Aegla brevipalma,CR,2014,5.0
33,3,4,Aegla brevipalma,CR,2021,5.0
34,3,4,Aegla camargoi,EN,2014,4.0
35,3,4,Aegla camargoi,EN,2021,4.0
36,3,4,Aegla inconspicua,VU,2014,3.0
37,3,4,Aegla inconspicua,VU,2021,3.0
38,3,4,Aegla inermis,EN,2014,4.0
39,3,4,Aegla inermis,EN,2021,4.0
40,3,4,Aegla itacolomiensis,EN,2014,4.0
41,3,4,Aegla itacolomiensis,EN,2021,4.0
42,3,4,Aegla leachi,EN,2014,4.0
43,3,4,Aegla leachi,EN,2021,4.0
44,3,4,Aegla manuinflata,EN,2014,4.0
45,3,4,Aegla manuinflata,EN,2021,4.0
46,3,4,Aegla oblata,EN,2014,4.0
47,3,4,Aegla oblata,EN,2021,4.0
48,3,4,Aegla obstipa,EN,2014,4.0
49,3,4,Aegla obstipa,EN,2021,4.0
50,3,4,Aegla violacea,EN,2014,4.0
51,3,4,Aegla violacea,EN,2021,4.0
52,4,2,Cardisoma guanhumi,CR,2014,5.0
53,4,2,Cardisoma guanhumi,VU,2021,3.0
54,4,2,Johngarthia lagostoma,EN,2014,4.0
55,4,2,Johngarthia lagostoma,EN,2021,4.0
56,5,4,Castoraeschna januaria,VU,2014,3.0
57,5,4,Castoraeschna januaria,VU,2021,3.0
58,5,4,Rhionaeschna eduardoi,EN,2014,4.0
59,5,4,Rhionaeschna eduardoi,EN,2021,4.0
60,6,4,Phyllocycla bartica,VU,2014,3.0
61,6,4,Phyllocycla bartica,VU,2021,3.0
62,7,4,Elasmothemis schubarti,EN,2014,4.0
63,7,4,Elasmothemis schubarti,EN,2021,4.0
64,7,4,Macrothemis tessellata,VU,2014,3.0
65,7,4,Macrothemis tessellata,VU,2021,3.0
66,7,4,Micrathyria borgmeieri,VU,2014,3.0
67,7,4,Micrathyria borgmeieri,VU,2021,3.0
68,7,4,Micrathyria divergens,VU,2014,3.0
69,7,4,Micrathyria divergens,VU,2021,3.0
70,8,4,Heteragrion petiense,EN,2014,4.0
71,8,4,Heteragrion petiense,EN,2021,4.0
72,9,9,Alopias superciliosus,VU,2014,3.0
73,9,9,Alopias superciliosus,EN,2021,4.0
74,9,9,Alopias vulpinus,VU,2014,3.0
75,9,9,Alopias vulpinus,CR,2021,5.0
76,10,9,Cetorhinus maximus,CR,2014,5.0
77,10,9,Cetorhinus maximus,CR,2021,5.0
78,11,9,Carcharodon carcharias,VU,2014,3.0
79,11,9,Carcharodon carcharias,VU,2021,3.0
80,12,9,Carcharias taurus,CR,2014,5.0
81,12,9,Carcharias taurus,CR,2021,5.0
82,13,10,Amphisbaena arda,EN,2014,4.0
83,13,10,Amphisbaena arda,EN,2021,4.0
84,13,10,Amphisbaena frontalis,EN,2014,4.0
85,13,10,Amphisbaena frontalis,EN,2021,4.0
86,13,10,Amphisbaena nigricauda,EN,2014,4.0
87,13,10,Amphisbaena nigricauda,EN,2021,4.0
88,13,10,Amphisbaena supernumeraria,EN,2014,4.0
89,13,10,Amphisbaena supernumeraria,EN,2021,4.0
90,13,10,Amphisbaena uroxena,EN,2014,4.0
91,13,10,Amphisbaena uroxena,EN,2021,4.0
92,13,10,Leposternon kisteumacheri,VU,2014,3.0
93,13,10,Leposternon kisteumacheri,VU,2021,3.0
94,13,10,Leposternon octostegum,EN,2014,4.0
95,13,10,Leposternon octostegum,EN,2021,4.0
96,13,10,Leposternon scutigerum,EN,2014,4.0
97,13,10,Leposternon scutigerum,EN,2021,4.0
98,14,10,Corallus cropanii,VU,2014,3.0
99,14,10,Corallus cropanii,VU,2021,3.0
100,15,10,Dactyloa nasofrontalis,VU,2014,3.0
101,15,10,Dactyloa nasofrontalis,VU,2021,3.0
102,15,10,Dactyloa pseudotigrina,VU,2014,3.0
103,15,10,Dactyloa pseudotigrina,VU,2021,3.0
104,16,10,Apostolepis gaboi,EN,2014,4.0
105,16,10,Apostolepis gaboi,EN,2021,4.0
106,16,10,Apostolepis striata,EN,2014,4.0
107,16,10,Apostolepis striata,EN,2021,4.0
108,16,10,Atractus ronnie,EN,2014,4.0
109,16,10,Atractus ronnie,EN,2021,4.0
110,16,10,Echinanthera cephalomaculata,VU,2014,3.0
111,16,10,Echinanthera cephalomaculata,VU,2021,3.0
112,16,10,Phalotris multipunctatus,EN,2014,4.0
113,16,10,Phalotris multipunctatus,EN,2021,4.0
114,16,10,Rodriguesophis chui,EN,2014,4.0
115,16,10,Rodriguesophis chui,EN,2021,4.0
116,16,10,Rodriguesophis scriptorcibatus,EN,2014,4.0
117,16,10,Rodriguesophis scriptorcibatus,EN,2021,4.0
118,16,10,Apostolepis arenaria,EN,2014,4.0
119,16,10,Apostolepis arenaria,EN,2021,4.0
120,16,10,Apostolepis quirogai,EN,2014,4.0
121,16,10,Apostolepis quirogai,EN,2021,4.0
122,16,10,Atractus caete,EN,2014,4.0
123,16,10,Atractus caete,EN,2021,4.0
124,16,10,Atractus thalesdelemai,EN,2014,4.0
125,16,10,Atractus thalesdelemai,EN,2021,4.0
126,16,10,Calamodontophis ronaldoi,EN,2014,4.0
127,16,10,Calamodontophis ronaldoi,EN,2021,4.0
128,16,10,Ditaxodon taeniatus,VU,2014,3.0
129,16,10,Ditaxodon taeniatus,VU,2021,3.0
130,16,10,Philodryas livida,VU,2014,3.0
131,16,10,Philodryas livida,VU,2021,3.0
132,17,10,Bachia psamophila,CR,2014,5.0
133,17,10,Bachia psamophila,CR,2021,5.0
134,17,10,Calyptommatus leiolepis,EN,2014,4.0
135,17,10,Calyptommatus leiolepis,EN,2021,4.0
136,17,10,Leposoma baturitensis,EN,2014,4.0
137,17,10,Leposoma baturitensis,EN,2021,4.0
138,17,10,Leposoma puk,EN,2014,4.0
139,17,10,Leposoma puk,EN,2021,4.0
140,17,10,Bachia didactyla,EN,2014,4.0
141,17,10,Bachia didactyla,EN,2021,4.0
142,17,10,Calyptommatus nicterus,EN,2014,4.0
143,17,10,Calyptommatus nicterus,EN,2021,4.0
144,17,10,Calyptommatus sinebrachiatus,EN,2014,4.0
145,17,10,Calyptommatus sinebrachiatus,EN,2021,4.0
146,17,10,Colobodactylus dalcyanus,EN,2014,4.0
147,17,10,Colobodactylus dalcyanus,EN,2021,4.0
148,17,10,Heterodactylus lundii,VU,2014,3.0
149,17,10,Heterodactylus lundii,VU,2021,3.0
150,17,10,Heterodactylus septentrionalis,EN,2014,4.0
151,17,10,Heterodactylus septentrionalis,EN,2021,4.0
152,17,10,Leposoma annectans,VU,2014,3.0
153,17,10,Leposoma annectans,VU,2021,3.0
154,17,10,Leposoma nanodactylus,EN,2014,4.0
155,17,10,Leposoma nanodactylus,EN,2021,4.0
156,17,10,Placosoma cipoense,EN,2014,4.0
157,17,10,Placosoma cipoense,EN,2021,4.0
158,17,10,Procellosaurinus tetradactylus,EN,2014,4.0
159,17,10,Procellosaurinus tetradactylus,EN,2021,4.0
160,18,10,Enyalius erythroceneus,CR,2014,5.0
161,18,10,Enyalius erythroceneus,CR,2021,5.0
162,19,10,Liolaemus lutzae,CR,2014,5.0
163,19,10,Liolaemus lutzae,CR,2021,5.0
164,19,10,Liolaemus arambarensis,EN,2014,4.0
165,19,10,Liolaemus arambarensis,EN,2021,4.0
166,19,10,Liolaemus occipitalis,VU,2014,3.0
167,19,10,Liolaemus occipitalis,VU,2021,3.0
168,20,10,Brasiliscincus caissara,EN,2014,4.0
169,20,10,Brasiliscincus caissara,EN,2021,4.0
170,21,10,Homonota uruguayensis,VU,2014,3.0
171,21,10,Homonota uruguayensis,VU,2021,3.0
172,22,10,Gonatodes tapajonicus,EN,2014,4.0
173,22,10,Gonatodes tapajonicus,EN,2021,4.0
174,22,10,Coleodactylus natalensis,EN,2014,4.0
175,22,10,Coleodactylus natalensis,EN,2021,4.0
176,23,10,Ameivula nativo,EN,2014,4.0
177,23,10,Ameivula nativo,EN,2021,4.0
178,23,10,Contomastix vacariensis,VU,2014,3.0
179,23,10,Contomastix vacariensis,VU,2021,3.0
180,23,10,Kentropyx vanzoi,VU,2014,3.0
181,23,10,Kentropyx vanzoi,VU,2021,3.0
182,23,10,Ameiva parecis,EN,2014,4.0
183,23,10,Ameiva parecis,EN,2021,4.0
184,23,10,Glaucomastix abaetensis,EN,2014,4.0
185,23,10,Glaucomastix abaetensis,EN,2021,4.0
186,23,10,Glaucomastix littoralis,EN,2014,4.0
187,23,10,Glaucomastix littoralis,EN,2021,4.0
188,24,10,Tropidophis grapiuna,VU,2014,3.0
189,24,10,Tropidophis grapiuna,VU,2021,3.0
190,25,10,Eurolophosaurus amathites,EN,2014,4.0
191,25,10,Eurolophosaurus amathites,EN,2021,4.0
192,25,10,Stenocercus dumerilii,VU,2014,3.0
193,25,10,Stenocercus dumerilii,VU,2021,3.0
194,25,10,Tropidurus erythrocephalus,VU,2014,3.0
195,25,10,Tropidurus erythrocephalus,VU,2021,3.0
196,25,10,Tropidurus imbituba,CR,2014,5.0
197,25,10,Tropidurus imbituba,CR,2021,5.0
198,25,10,Tropidurus psammonastes,EN,2014,4.0
199,25,10,Tropidurus psammonastes,EN,2021,4.0
200,25,10,Stenocercus azureus,EN,2014,4.0
201,25,10,Stenocercus azureus,EN,2021,4.0
202,25,10,Tropidurus hygomi,VU,2014,3.0
203,25,10,Tropidurus hygomi,VU,2021,3.0
204,26,10,Bothrops alcatraz,CR,2014,5.0
205,26,10,Bothrops alcatraz,CR,2021,5.0
206,26,10,Bothrops muriciensis,EN,2014,4.0
207,26,10,Bothrops muriciensis,EN,2021,4.0
208,26,10,Bothrops pirajai,EN,2014,4.0
209,26,10,Bothrops pirajai,EN,2021,4.0
210,26,10,Bothrops insularis,CR,2014,5.0
211,26,10,Bothrops insularis,CR,2021,5.0
212,26,10,Bothrops otavioi,CR,2014,5.0
213,26,10,Bothrops otavioi,CR,2021,5.0
214,27,3,Pomacea sordida,EN,2014,4.0
215,27,3,Pomacea sordida,EN,2021,4.0
216,28,3,Potamolithus karsticus,CR,2014,5.0
217,28,3,Potamolithus karsticus,CR,2021,5.0
218,28,4,Potamolithus troglobius,CR,2014,5.0
219,28,4,Potamolithus troglobius,CR,2021,5.0
220,29,8,Jenynsia sanctaecatarinae,EN,2014,4.0
221,29,8,Jenynsia sanctaecatarinae,EN,2021,4.0
222,30,8,Cnesterodon iguape,CR,2014,5.0
223,30,8,Cnesterodon iguape,CR,2021,5.0
224,30,8,Phalloptychus eigenmanni,CR,2014,5.0
225,30,8,Phalloptychus eigenmanni,CR,2021,5.0
226,30,8,Phallotorynus fasciolatus,EN,2014,4.0
227,30,8,Phallotorynus fasciolatus,CR(PEX),2021,7.0
228,30,8,Cnesterodon carnegiei,VU,2014,3.0
229,30,8,Cnesterodon carnegiei,VU,2021,3.0
230,30,8,Cnesterodon omorgmatos,EN,2014,4.0
231,30,8,Cnesterodon omorgmatos,CR,2021,5.0
232,31,8,Anablepsoides cearensis,CR,2014,5.0
233,31,8,Anablepsoides cearensis,CR,2021,5.0
234,31,8,Atlantirivulus nudiventris,CR,2014,5.0
235,31,8,Atlantirivulus nudiventris,CR,2021,5.0
236,31,8,Austrolebias univentripinnis,CR,2014,5.0
237,31,8,Austrolebias univentripinnis,CR,2021,5.0
238,31,8,Cynopoecilus intimus,VU,2014,3.0
239,31,8,Cynopoecilus intimus,VU,2021,3.0
240,31,8,Maratecoara formosa,VU,2014,3.0
241,31,8,Maratecoara formosa,VU,2021,3.0
242,31,8,Melanorivulus illuminatus,VU,2014,3.0
243,31,8,Melanorivulus illuminatus,VU,2021,3.0
244,31,8,Melanorivulus scalaris,EN,2014,4.0
245,31,8,Melanorivulus scalaris,EN,2021,4.0
246,31,8,Nematolebias whitei,CR,2014,5.0
247,31,8,Nematolebias whitei,CR,2021,5.0
248,31,8,Plesiolebias xavantei,EN,2014,4.0
249,31,8,Plesiolebias xavantei,EN,2021,4.0
250,31,8,Hypsolebias flammeus,EN,2014,4.0
251,31,8,Hypsolebias flammeus,EN,2021,4.0
252,31,8,Hypsolebias multiradiatus,CR,2014,5.0
253,31,8,Hypsolebias multiradiatus,CR,2021,5.0
254,31,8,Kryptolebias campelloi,CR,2014,5.0
255,31,8,Kryptolebias campelloi,CR,2021,5.0
256,31,8,Maratecoara splendida,VU,2014,3.0
257,31,8,Maratecoara splendida,VU,2021,3.0
258,31,8,Melanorivulus crixas,VU,2014,3.0
259,31,8,Melanorivulus crixas,VU,2021,3.0
260,31,8,Melanorivulus karaja,VU,2014,3.0
261,31,8,Melanorivulus karaja,VU,2021,3.0
262,31,8,Melanorivulus kayapo,VU,2014,3.0
263,31,8,Melanorivulus kayapo,VU,2021,3.0
264,31,8,Melanorivulus kunzei,VU,2014,3.0
265,31,8,Melanorivulus kunzei,VU,2021,3.0
266,31,8,Melanorivulus rubromarginatus,VU,2014,3.0
267,31,8,Melanorivulus rubromarginatus,VU,2021,3.0
268,31,8,Melanorivulus salmonicaudus,VU,2014,3.0
269,31,8,Melanorivulus salmonicaudus,VU,2021,3.0
270,31,8,Melanorivulus ubirajarai,VU,2014,3.0
271,31,8,Melanorivulus ubirajarai,VU,2021,3.0
272,31,8,Pituna xinguensis,CR,2014,5.0
273,31,8,Pituna xinguensis,CR,2021,5.0
274,31,8,Plesiolebias canabravensis,VU,2014,3.0
275,31,8,Plesiolebias canabravensis,VU,2021,3.0
276,31,8,Spectrolebias reticulatus,CR,2014,5.0
277,31,8,Spectrolebias reticulatus,CR,2021,5.0
278,31,8,Trigonectes strigabundus,EN,2014,4.0
279,31,8,Trigonectes strigabundus,EN,2021,4.0
280,31,8,Atlantirivulus lazzarotoi,CR,2014,5.0
281,31,8,Atlantirivulus lazzarotoi,CR,2021,5.0
282,31,8,Atlantirivulus maricensis,CR,2014,5.0
283,31,8,Atlantirivulus maricensis,CR,2021,5.0
284,31,8,Atlantirivulus simplicis,EN,2014,4.0
285,31,8,Atlantirivulus simplicis,EN,2021,4.0
286,31,8,Austrolebias adloffi,EN,2014,4.0
287,31,8,Austrolebias adloffi,EN,2021,4.0
288,31,8,Austrolebias alexandri,CR,2014,5.0
289,31,8,Austrolebias alexandri,EN,2021,4.0
290,31,8,Austrolebias arachan,CR,2014,5.0
291,31,8,Austrolebias arachan,VU,2021,3.0
292,31,8,Austrolebias carvalhoi,CR,2014,5.0
293,31,8,Austrolebias carvalhoi,CR,2021,5.0
294,31,8,Austrolebias cheradophilus,CR,2014,5.0
295,31,8,Austrolebias cheradophilus,CR,2021,5.0
296,31,8,Austrolebias cyaneus,CR,2014,5.0
297,31,8,Austrolebias cyaneus,EN,2021,4.0
298,31,8,Austrolebias ibicuiensis,CR,2014,5.0
299,31,8,Austrolebias ibicuiensis,EN,2021,4.0
300,31,8,Austrolebias jaegari,CR,2014,5.0
301,31,8,Austrolebias jaegari,CR,2021,5.0
302,31,8,Austrolebias litzi,CR,2014,5.0
303,31,8,Austrolebias litzi,VU,2021,3.0
304,31,8,Austrolebias nachtigalli,EN,2014,4.0
305,31,8,Austrolebias nachtigalli,VU,2021,3.0
306,31,8,Austrolebias nigrofasciatus,VU,2014,3.0
307,31,8,Austrolebias nigrofasciatus,EN,2021,4.0
308,31,8,Austrolebias paucisquama,VU,2014,3.0
309,31,8,Austrolebias paucisquama,VU,2021,3.0
310,31,8,Austrolebias varzeae,VU,2014,3.0
311,31,8,Austrolebias varzeae,CR,2021,5.0
312,31,8,Campellolebias brucei,EN,2014,4.0
313,31,8,Campellolebias brucei,CR,2021,5.0
314,31,8,Campellolebias chrysolineatus,CR,2014,5.0
315,31,8,Campellolebias chrysolineatus,CR,2021,5.0
316,31,8,Campellolebias dorsimaculatus,CR,2014,5.0
317,31,8,Campellolebias dorsimaculatus,CR,2021,5.0
318,31,8,Campellolebias intermedius,CR,2014,5.0
319,31,8,Campellolebias intermedius,CR,2021,5.0
320,31,8,Cynolebias griseus,CR,2014,5.0
321,31,8,Cynolebias griseus,EN,2021,4.0
322,31,8,Cynolebias leptocephalus,CR,2014,5.0
323,31,8,Cynolebias leptocephalus,EN,2021,4.0
324,31,8,Cynolebias parnaibensis,DD,2014,0.0
325,31,8,Cynolebias parnaibensis,CR,2021,5.0
326,31,8,Hypsolebias adornatus,VU,2014,3.0
327,31,8,Hypsolebias adornatus,CR,2021,5.0
328,31,8,Hypsolebias alternatus,VU,2014,3.0
329,31,8,Hypsolebias alternatus,EN,2021,4.0
330,31,8,Hypsolebias auratus,CR,2014,5.0
331,31,8,Hypsolebias auratus,CR,2021,5.0
332,31,8,Hypsolebias brunoi,VU,2014,3.0
333,31,8,Hypsolebias brunoi,VU,2021,3.0
334,31,8,Hypsolebias carlettoi,CR,2014,5.0
335,31,8,Hypsolebias carlettoi,EN,2021,4.0
336,31,8,Hypsolebias delucai,DD,2014,0.0
337,31,8,Hypsolebias delucai,VU,2021,3.0
338,31,8,Hypsolebias fasciatus,VU,2014,3.0
339,31,8,Hypsolebias fasciatus,VU,2021,3.0
340,31,8,Hypsolebias flavicaudatus,CR,2014,5.0
341,31,8,Hypsolebias flavicaudatus,EN,2021,4.0
342,31,8,Hypsolebias fulminantis,CR,2014,5.0
343,31,8,Hypsolebias fulminantis,CR,2021,5.0
344,31,8,Hypsolebias ghisolfii,CR,2014,5.0
345,31,8,Hypsolebias ghisolfii,EN,2021,4.0
346,31,8,Hypsolebias gibberatus,VU,2014,3.0
347,31,8,Hypsolebias gibberatus,VU,2021,3.0
348,31,8,Hypsolebias gilbertobrasili,NT,2014,2.0
349,31,8,Hypsolebias gilbertobrasili,CR,2021,5.0
350,31,8,Hypsolebias guanambi,VU,2014,3.0
351,31,8,Hypsolebias guanambi,VU,2021,3.0
352,31,8,Hypsolebias harmonicus,VU,2014,3.0
353,31,8,Hypsolebias harmonicus,VU,2021,3.0
354,31,8,Hypsolebias hellneri,EN,2014,4.0
355,31,8,Hypsolebias hellneri,EN,2021,4.0
356,31,8,Hypsolebias igneus,CR,2014,5.0
357,31,8,Hypsolebias igneus,EN,2021,4.0
358,31,8,Hypsolebias janaubensis,CR,2014,5.0
359,31,8,Hypsolebias janaubensis,CR,2021,5.0
360,31,8,Hypsolebias longignatus,VU,2014,3.0
361,31,8,Hypsolebias longignatus,VU,2021,3.0
362,31,8,Hypsolebias lopesi,VU,2014,3.0
363,31,8,Hypsolebias lopesi,CR,2021,5.0
364,31,8,Hypsolebias macaubensis,CR,2014,5.0
365,31,8,Hypsolebias macaubensis,EN,2021,4.0
366,31,8,Hypsolebias magnificus,EN,2014,4.0
367,31,8,Hypsolebias magnificus,EN,2021,4.0
368,31,8,Hypsolebias mediopapillatus,VU,2014,3.0
369,31,8,Hypsolebias mediopapillatus,VU,2021,3.0
370,31,8,Hypsolebias nielseni,EN,2014,4.0
371,31,8,Hypsolebias nielseni,EN,2021,4.0
372,31,8,Hypsolebias notatus,EN,2014,4.0
373,31,8,Hypsolebias notatus,EN,2021,4.0
374,31,8,Hypsolebias nudiorbitatus,DD,2014,0.0
375,31,8,Hypsolebias nudiorbitatus,VU,2021,3.0
376,31,8,Hypsolebias picturatus,VU,2014,3.0
377,31,8,Hypsolebias picturatus,EN,2021,4.0
378,31,8,Hypsolebias radiseriatus,DD,2014,0.0
379,31,8,Hypsolebias radiseriatus,EN,2021,4.0
380,31,8,Hypsolebias rufus,CR,2014,5.0
381,31,8,Hypsolebias rufus,CR,2021,5.0
382,31,8,Hypsolebias stellatus,EN,2014,4.0
383,31,8,Hypsolebias stellatus,EN,2021,4.0
384,31,8,Hypsolebias trilineatus,VU,2014,3.0
385,31,8,Hypsolebias trilineatus,CR,2021,5.0
386,31,8,Hypsolebias virgulatus,CR,2014,5.0
387,31,8,Hypsolebias virgulatus,CR,2021,5.0
388,31,8,Kryptolebias brasiliensis,CR,2014,5.0
389,31,8,Kryptolebias brasiliensis,EN,2021,4.0
390,31,8,Kryptolebias gracilis,CR,2014,5.0
391,31,8,Kryptolebias gracilis,CR,2021,5.0
392,31,8,Leptopanchax citrinipinnis,CR,2014,5.0
393,31,8,Leptopanchax citrinipinnis,CR,2021,5.0
394,31,8,Leptopanchax itanhaensis,CR,2014,5.0
395,31,8,Leptopanchax itanhaensis,CR,2021,5.0
396,31,8,Leptolebias marmoratus,CR,2014,5.0
397,31,8,Leptolebias marmoratus,CR,2021,5.0
398,31,8,Leptopanchax opalescens,CR,2014,5.0
399,31,8,Leptopanchax opalescens,CR,2021,5.0
400,31,8,Leptopanchax splendens,CR,2014,5.0
401,31,8,Leptopanchax splendens,CR,2021,5.0
402,31,8,Melanorivulus pinima,EN,2014,4.0
403,31,8,Melanorivulus pinima,EN,2021,4.0
404,31,8,Melanorivulus rutilicaudus,VU,2014,3.0
405,31,8,Melanorivulus rutilicaudus,VU,2021,3.0
406,31,8,Melanorivulus vittatus,EN,2014,4.0
407,31,8,Melanorivulus vittatus,EN,2021,4.0
408,31,8,Nematolebias catimbau,CR,2014,5.0
409,31,8,Nematolebias catimbau,CR,2021,5.0
410,31,8,Nematolebias papilliferus,CR,2014,5.0
411,31,8,Nematolebias papilliferus,CR,2021,5.0
412,31,8,Notholebias cruzi,CR,2014,5.0
413,31,8,Notholebias cruzi,CR,2021,5.0
414,31,8,Notholebias fractifasciatus,CR,2014,5.0
415,31,8,Notholebias fractifasciatus,CR,2021,5.0
416,31,8,Notholebias minimus,CR,2014,5.0
417,31,8,Notholebias minimus,EN,2021,4.0
418,31,8,Notholebias vermiculatus,EN,2014,4.0
419,31,8,Notholebias vermiculatus,CR,2021,5.0
420,31,8,Ophthalmolebias bokermanni,CR,2014,5.0
421,31,8,Ophthalmolebias bokermanni,CR,2021,5.0
422,31,8,Ophthalmolebias constanciae,CR,2014,5.0
423,31,8,Ophthalmolebias constanciae,CR,2021,5.0
424,31,8,Ophthalmolebias ilheusensis,CR,2014,5.0
425,31,8,Ophthalmolebias ilheusensis,EN,2021,4.0
426,31,8,Ophthalmolebias perpendicularis,CR,2014,5.0
427,31,8,Ophthalmolebias perpendicularis,CR,2021,5.0
428,31,8,Ophthalmolebias rosaceus,VU,2014,3.0
429,31,8,Ophthalmolebias rosaceus,CR,2021,5.0
430,31,8,Ophthalmolebias suzarti,VU,2014,3.0
431,31,8,Ophthalmolebias suzarti,VU,2021,3.0
432,31,8,Pituna brevirostrata,VU,2014,3.0
433,31,8,Pituna brevirostrata,CR,2021,5.0
434,31,8,Simpsonichthys boitonei,VU,2014,3.0
435,31,8,Simpsonichthys boitonei,CR,2021,5.0
436,31,8,Simpsonichthys nigromaculatus,VU,2014,3.0
437,31,8,Simpsonichthys nigromaculatus,VU,2021,3.0
438,31,8,Simpsonichthys parallelus,VU,2014,3.0
439,31,8,Simpsonichthys parallelus,EN,2021,4.0
440,31,8,Simpsonichthys punctulatus,VU,2014,3.0
441,31,8,Simpsonichthys punctulatus,CR,2021,5.0
442,31,8,Simpsonichthys santanae,CR,2014,5.0
443,31,8,Simpsonichthys santanae,EN,2021,4.0
444,31,8,Simpsonichthys zonatus,CR,2014,5.0
445,31,8,Simpsonichthys zonatus,CR(PEX),2021,7.0
446,31,8,Xenurolebias myersi,EN,2014,4.0
447,31,8,Xenurolebias myersi,EN,2021,4.0
448,31,8,Austrolebias camaquensis,,2014,
449,31,8,Austrolebias camaquensis,EN,2021,4.0
450,31,8,Austrolebias pelotapes,,2014,
451,31,8,Austrolebias pelotapes,CR,2021,5.0
452,31,8,Austrolebias pongondo,,2014,
453,31,8,Austrolebias pongondo,EN,2021,4.0
454,31,8,Cynolebias elegans,,2014,
455,31,8,Cynolebias elegans,CR,2021,5.0
456,31,8,Cynolebias gorutuba,,2014,
457,31,8,Cynolebias gorutuba,EN,2021,4.0
458,31,8,Cynopoecilus feltrini,,2014,
459,31,8,Cynopoecilus feltrini,VU,2021,3.0
460,31,8,Hypsolebias faouri,,2014,
461,31,8,Hypsolebias faouri,VU,2021,3.0
462,31,8,Simpsonichthys espinhacensis,,2014,
463,31,8,Simpsonichthys espinhacensis,EN,2021,4.0
464,31,8,Moema piriana,CR,2014,5.0
465,31,8,Moema piriana,CR(PEX),2021,7.0
466,31,8,Hypsolebias marginatus,CR,2014,5.0
467,31,8,Hypsolebias marginatus,CR(PEX),2021,7.0
468,31,8,Hypsolebias tocantinensis,CR,2014,5.0
469,31,8,Hypsolebias tocantinensis,CR,2021,5.0
470,31,8,Simpsonichthys cholopteryx,EN,2014,4.0
471,31,8,Simpsonichthys cholopteryx,EN,2021,4.0
472,31,8,Austrolebias araucarianus,,2014,
473,31,8,Austrolebias araucarianus,VU,2021,3.0
474,31,8,Austrolebias bagual,,2014,
475,31,8,Austrolebias bagual,CR,2021,5.0
476,31,8,Cynolebias akroa,,2014,
477,31,8,Cynolebias akroa,VU,2021,3.0
478,31,8,Hypsolebias gardneri,,2014,
479,31,8,Hypsolebias gardneri,EN,2021,4.0
480,31,8,Hypsolebias hamadryades,,2014,
481,31,8,Hypsolebias hamadryades,CR,2021,5.0
482,31,8,Hypsolebias shibattai,,2014,
483,31,8,Hypsolebias shibattai,VU,2021,3.0
484,31,8,Hypsolebias splendissimus,,2014,
485,31,8,Hypsolebias splendissimus,VU,2021,3.0
486,31,8,Austrolebias ephemerus,,2014,
487,31,8,Austrolebias ephemerus,EN,2021,4.0
488,31,8,Austrolebias quirogai,,2014,
489,31,8,Austrolebias quirogai,CR,2021,5.0
490,31,8,Austrolebias cinereus,CR,2014,5.0
491,31,8,Austrolebias cinereus,CR,2021,5.0
492,32,1,Mergus octosetaceus,CR,2014,5.0
493,32,1,Mergus octosetaceus,CR,2021,5.0
494,33,3,Arhysosage cactorum,VU,2014,3.0
495,33,3,Arhysosage cactorum,VU,2021,3.0
496,34,3,Melipona rufiventris,EN,2014,4.0
497,34,3,Melipona rufiventris,EN,2021,4.0
498,34,3,Melipona scutellaris,EN,2014,4.0
499,34,3,Melipona scutellaris,EN,2021,4.0
500,34,3,Melipona capixaba,EN,2014,4.0
501,34,3,Melipona capixaba,EN,2021,4.0
502,34,3,Partamona littoralis,EN,2014,4.0
503,34,3,Partamona littoralis,EN,2021,4.0
504,35,3,Dinoponera lucida,EN,2014,4.0
505,35,3,Dinoponera lucida,EN,2021,4.0
506,35,3,Gnamptogenys wilsoni,EN,2014,4.0
507,35,3,Gnamptogenys wilsoni,EN,2021,4.0
508,35,3,Mycetophylax simplex,VU,2014,3.0
509,35,3,Mycetophylax simplex,VU,2021,3.0
510,35,3,Mycetomoellerius atlanticus,VU,2014,3.0
511,35,3,Mycetomoellerius atlanticus,VU,2021,3.0
512,35,3,Atta robusta,VU,2014,3.0
513,35,3,Atta robusta,VU,2021,3.0
514,35,3,Brachymyrmex micromegas,EN,2014,4.0
515,35,3,Brachymyrmex micromegas,VU,2021,3.0
516,35,3,Diaphoromyrma sofiae,EN,2014,4.0
517,35,3,Diaphoromyrma sofiae,EN,2021,4.0
518,35,3,Monomorium delabiei,VU,2014,3.0
519,35,3,Monomorium delabiei,VU,2021,3.0
520,35,3,Mycetagroicus urbanus,CR,2014,5.0
521,35,3,Mycetagroicus urbanus,CR,2021,5.0
