,ID_nome_comum,Nome_comum
984,984,maria-preta-do-nordeste
985,985,mariquina
986,986,maçarico-acanelado
987,987,maçarico-de-bico-torto
988,988,maçarico-de-costas-brancas
989,989,maçarico-de-papo-vermelho
990,990,maçarico-esquimó
991,991,maçarico-rasteirinho
992,992,mero
993,993,merote
994,994,mono
995,995,mono-carvoeiro
996,996,mono-da-cara-manchada
997,997,muriqui-do-norte
998,998,muriquina
999,999,murucututu
1000,1000,mutum-açu
1001,1001,mutum-de-assovio
1002,1002,mutum-de-bico-vermelho
1003,1003,mutum-de-fava
1004,1004,mutum-do-nordeste
1005,1005,mutum-do-sudeste
1006,1006,mutum-fava
1007,1007,mutum-pinima
1008,1008,mutum-piurí
1009,1009,muçurana-nariguda-das-dunas
1010,1010,"muçurana-nariguda-dosão-
francisco"
1011,1011,mãe-da-lua-parda
1012,1012,mãe-de-taoca
1013,1013,mãe-de-taoca-de-cara-branca
1014,1014,mãe-de-taoca-dourada
1015,1015,mãe-de-taoca-papuda
1016,1016,namorado-batata
1017,1017,néon
1018,1018,onça-d'água
1019,1019,onça-preta
1020,1020,opilião
1021,1021,ouriço-do-mar
1022,1022,ouriço-irregular
1023,1023,ouriço-lilás
1024,1024,pacu borracha
1025,1025,pacu de cachoeira
1026,1026,pacu-couro-seco
1027,1027,pacu-dente-seco
1028,1028,palpígrado
1029,1029,pangola
1030,1030,panã
1031,1031,panã-amarela
1032,1032,papa-formiga-do-sincorá
1033,1033,papa-mosca-do-sertão
1034,1034,papa-taoca-da-bahia
1035,1035,papa-taoca-de-pernambuco
1036,1036,papa-vento
1037,1037,papa-vento-da-chapada
1038,1038,papagaio-banana
1039,1039,papagaio-charão
1040,1040,papagaio-de-peito-roxo
1041,1041,pardela-de-asa-larga
1042,1042,pardela-de-óculos
1043,1043,pardela-preta
1044,1044,parelheira-listrada-do-campo
1045,1045,pargo-cachucho
1046,1046,pargo-verdadeiro
1047,1047,patativa-tropeira
1048,1048,patinho-de-asa-castanha
1049,1049,patinho-do-nordeste
1050,1050,pato-mergulhão
1051,1051,paña
1052,1052,pearl fish
1053,1053,pedreiro-do-espinhaço
1054,1054,peixe anual
1055,1055,peixe das nuvens
1056,1056,peixe-anual
1057,1057,peixe-batata
1058,1058,peixe-borboleta-de-são-pedroe- são-paulo
1059,1059,peixe-lombriga-listrado
1060,1060,peixe-papagaio-azul; budião-azul
1061,1061,peixe-papagaio-banana
1062,1062,peixe-papagaio-cinza
1063,1063,peixe-pedra-arco-iris
1064,1064,pema
1065,1065,pepino-do-mar
1066,1066,periquito-cara-suja
1067,1067,piaba
1068,1068,pica-pau-amarelo
1069,1069,pica-pau-de-cara-canela
1070,1070,pica-pau-de-coleira
1071,1071,pica-pau-do-parnaíba
1072,1072,pica-pau-dourado-de-belém
1073,1073,pica-pau-dourado-grande
1074,1074,pintassilgo-do-nordeste
1075,1075,pintor
1076,1076,pintor-verdadeiro
1077,1077,piolhinho-do-grotão
1078,1078,pirapema
1079,1079,piticó
1080,1080,piui-preto
1081,1081,pixoxó
1082,1082,pomboca
1083,1083,porco-do-mato
1084,1084,porcão
1085,1085,preguiça-preta
1086,1086,preta
1087,1087,pseudoescorpião
1088,1088,pé-de-pau
1089,1089,rabo-amarelo
1090,1090,rabo-branco-de-margarette
1091,1091,rabo-branco-do-tapajós
1092,1092,rabo-de-andorinha
1093,1093,rabo-de-espinho
1094,1094,rabo-de-junco
1095,1095,rabo-de-palha-de-bico-laranja
1096,1096,rabo-de-palha-de-bico-vermelho
1097,1097,rabudinho
1098,1098,raia- manta
1099,1099,raia-amarela
1100,1100,raia-borboleta
1101,1101,raia-chita
1102,1102,raia-de-fogo
1103,1103,raia-de-pedra
1104,1104,raia-elétrica
1105,1105,raia-emplastro
1106,1106,raia-foguinho
1107,1107,raia-jamanta
1108,1108,raia-manta
1109,1109,raia-manteiga
1110,1110,raia-marcela
1111,1111,raia-mariquita
1112,1112,raia-prego
1113,1113,raia-prego-de-cauda-áspera
1114,1114,raia-roliça
1115,1115,raia-santa
1116,1116,raia-sapo
1117,1117,raia-viola
1118,1118,raposa-do-campo
1119,1119,raposinha
1120,1120,raposinha-do-campo
1121,1121,rolinha-do-planalto
1122,1122,rudela
1123,1123,rudela-redonda
1124,1124,rã-manezinha
1125,1125,rãzinha-do-folhiço-da-ilha
1126,1126,saberé
1127,1127,saberé-de-rocas
1128,1128,sabiá-castanho
1129,1129,sagui-caveirinha
1130,1130,sagui-de-cara-nua
1131,1131,sagui-de-duas-cores
1132,1132,sanã-se-cara-ruiva
1133,1133,saripoca-de-gould
1134,1134,saudade-de-asa-cinza
1135,1135,sauim-de-Manaus
1136,1136,sauim-de-coleira
1137,1137,sauá-loiro
1138,1138,sauí-piranga
1139,1139,saíra-apunhalada
1140,1140,saíra-diamante
1141,1141,saíra-militar
1142,1142,saíra-pintor
1143,1143,saíra-sete-cores-do-nordeste
1144,1144,saúva-preta
1145,1145,sebito
1146,1146,sirigado
1147,1147,siriruia
1148,1148,socó-boi-escuro
1149,1149,socó-jararaca
1150,1150,soldadinho-do-araripe
1151,1151,solha
1152,1152,surucuá-de-coleira
1153,1153,tamanduá-açú
1154,1154,tapa
1155,1155,tapaculo-da-chapada-diamantina
1156,1156,tapaculo-de-brasília
1157,1157,tapaculo-preto-baiano
1158,1158,tapoan
1159,1159,tarpão
1160,1160,tarântula
1161,1161,tarântula-sazima
1162,1162,tatac
1163,1163,tatu-apara
1164,1164,tecelão-do-acre
1165,1165,tesourão-grande
1166,1166,tesourão-pequeno
1167,1167,tico-tico-cantor
1168,1168,tico-tico-de-máscara-negra
1169,1169,tietê-de-coroa
1170,1170,tigre
1171,1171,tiriba-de-barriga-vermelha
1172,1172,tiriba-de-cauda-vermelha
1173,1173,tiriba-de-hellmayr
1174,1174,tiriba-de-orelha-branca
1175,1175,tiriba-de-peito-cinza
1176,1176,tiriba-de-pfrimer
1177,1177,tiriba-do-xingu
1178,1178,tiriba-grande
1179,1179,tiriba-pérola
1180,1180,tiê-bicudo
1181,1181,topetinho-do-brasil-central
1182,1182,torom-de-alta-floresta
1183,1183,torom-do-pará
1184,1184,tovaca-estriada
1185,1185,tovacuçu
1186,1186,treme-treme
1187,1187,trepador-do-nordeste
1188,1188,trinta-réis-de-bando
1189,1189,trinta-réis-de-bico-vermelho
1190,1190,trinta-réis-real
1191,1191,trinta-réis-róseo
1192,1192,tubarão galha-branca
1193,1193,tubarão galha-branca-oceânico
1194,1194,tubarão martelo-grande
1195,1195,tubarão-anjo-argentino
1196,1196,tubarão-anjo-oculto
1197,1197,tubarão-azeiteiro
1198,1198,tubarão-baleia
1199,1199,tubarão-branco
1200,1200,tubarão-caribenho-dos-recifes
1201,1201,tubarão-das-galápagos
1202,1202,tubarão-de-sete-fendas-pintado
1203,1203,tubarão-dos-recifes
1204,1204,tubarão-estrangeiro
1205,1205,tubarão-estrela
1206,1206,tubarão-galhudo
1207,1207,tubarão-limão
1208,1208,tubarão-lixa
1209,1209,tubarão-mangona
1210,1210,tubarão-martelo
1211,1211,tubarão-martelo-liso
1212,1212,tubarão-rabudo
1213,1213,tubarão-raposa
1214,1214,tubarão-raposa-olhudo
1215,1215,tubarão-saltador
1216,1216,tubarão-sucuri
1217,1217,tubarão-toninha
1218,1218,tubarão/cação-baia
1219,1219,tubarão/cação-cabeça-de-cesto
1220,1220,tuiuva
1221,1221,tujuva
1222,1222,téu-téu-da-savana
1223,1223,uirapuru-dos-flancos-cinza
1224,1224,uiraçu
1225,1225,uiraçu-falso
1226,1226,uru
1227,1227,urumaru
1228,1228,urutau-de-asa-branca
1229,1229,uruçu
1230,1230,uruçu-amarela
1231,1231,uruçu-capixaba
1232,1232,uruçu-negra
1233,1233,uruçu-nordestina
1234,1234,uruçu-preta
1235,1235,uruçu-verdadeira
1236,1236,vaga-lume
1237,1237,veste-amarela
1238,1238,viola
1239,1239,vira-folha-cearense
1240,1240,vira-folha-de-peito-vermelho
1241,1241,vira-folha-pardo
1242,1242,yaguaretê
1243,1243,zidedê-do-nordeste
1244,1244,Água fria
1245,1245,águia-cinzenta
